INSTNM,ZIP,LATITUDE,LONGITUDE,SATVR75
University of Maryland-University College,20783-8010,38.986299,-76.954104,NULL
University of Maryland  Baltimore,21201-1627,39.29151,-76.625041,NULL
University of Maryland-Baltimore County,21250,39.256686,-76.711607,640
University of Maryland-College Park,20742,38.985379,-76.939494,690
Maryland Institute College of Art,21217-4134,39.308792,-76.621033,670
University of Maryland Eastern Shore,21853-1299,38.211188,-75.687227,470
Fortis Institute-Towson,21204-9840,39.403271,-76.604593,NULL
Montgomery Beauty School,20901,38.999774,-77.001486,NULL
Montgomery College,20850,39.09793,-77.159471,NULL
Morgan State University,21251-0001,39.344235,-76.584238,480
Mount St Mary's University,21727-7799,39.680632,-77.35222,580
Ner Israel Rabbinical College,21208,39.387771,-76.751799,NULL
Hair Academy Inc-New Carrollton,20784,38.956205,-76.869467,NULL
Notre Dame of Maryland University,21210-2476,39.351307,-76.619701,570
Prince George's Community College,20774-2199,38.888495,-76.824157,NULL
Brightwood College-Baltimore,21227-1063,39.26069,-76.665611,NULL
Robert Paul Academy of Cosmetology Arts & Sciences,21093,39.445,-76.625201,NULL
Maryland Beauty Academy of Essex,21224,39.295919,-76.508432,NULL
Salisbury University,21801-6862,38.345447,-75.605705,NULL
St Mary's College of Maryland,20686-3001,38.188615,-76.425706,650
Sojourner-Douglass College,21205-1898,39.296333,-76.598191,NULL
St John's College,21401,38.981513,-76.491397,750
Brightwood College-Beltsville,20705,39.045646,-76.913368,NULL
Towson University,21252-0001,39.393008,-76.612268,580
Maryland University of Integrative Health,20723,39.165872,-76.888025,NULL
International Beauty School,21502,39.65353,-78.762756,NULL
Stevenson University,21153-0641,39.421264,-76.701247,540
Washington College,21620-1438,39.217329,-76.06878,NULL
McDaniel College,21157,39.584879,-77.001662,600
Wor-Wic Community College,21804-7131,38.373952,-75.500945,NULL
Hult International Business School,02141-1805,42.36988,-71.070721,NULL
New England College of Business and Finance,2110,42.353619,-71.056671,NULL
American International College,1109,42.112708,-72.558507,485
Amherst College,01002-5000,42.372459,-72.518493,778
Andover Newton Theological School,02459-2243,42.324729,-71.189586,NULL
Anna Maria College,01612-1198,42.33055,-71.918961,NULL
Assabet Valley Regional Technical School,1752,42.36838,-71.564771,NULL
Assumption College,01609-1296,42.295435,-71.828387,NULL
Babson College,02457-0310,42.296529,-71.269479,660
Bancroft School of Massage Therapy,1604,42.26931,-71.778773,NULL
Boston Baptist College,02136-4030,42.254037,-71.1103,470
Bay Path University,1106,42.055364,-72.583974,543
Bay State College,2116,42.351965,-71.076956,NULL
Bay State School of Technology,02021-2358,42.179506,-71.113455,NULL
Becker College,01609-2165,42.26918,-71.811895,560
Bentley University,02452-4705,42.388798,-71.220148,640
Berklee College of Music,2215,42.346895,-71.08703,NULL
Berkshire Community College,01201-5786,42.460877,-73.318843,NULL
Empire Beauty School-Boston,2111,42.354744,-71.062529,NULL
Boston Architectural College,02115-2703,42.34867,-71.085851,NULL
Boston Graduate School of Psychoanalysis Inc,2446,42.339481,-71.133025,NULL
Boston College,2467,42.337688,-71.171488,720
The Boston Conservatory,2215,42.346933,-71.090502,NULL
Boston University,2215,42.349581,-71.09984,680
Brandeis University,02454-9110,42.364947,-71.254716,710
Bridgewater State University,2325,41.987785,-70.966058,540
Bristol Community College,02720-7395,41.721337,-71.120263,NULL
Signature Healthcare Brockton Hospital School of Nursing,02302-1905,42.08736,-70.991415,NULL
Bunker Hill Community College,02129-2925,42.374806,-71.069263,NULL
Cambridge College,2138,42.369193,-71.11084,NULL
Cape Cod Community College,02668-1599,41.69192,-70.337334,NULL
Catherine Hinds Institute of Esthetics,01801-6819,42.492682,-71.1371,NULL
Laboure College,2186,42.261615,-71.058559,NULL
Clark University,01610-1477,42.251064,-71.823537,NULL
Conway School of Landscape Design,01341-0179,42.506313,-72.686919,NULL
Curry College,02186-2395,42.240616,-71.114007,520
Lincoln Technical Institute-Somerville,2145,42.391693,-71.082106,NULL
Dean College,02038-1941,42.08497,-71.399003,490
Diman Regional Technical Institute,2723,41.6918,-71.1315,NULL
National Aviation Academy of New England,1730,42.461992,-71.290245,NULL
Eastern Nazarene College,02170-2999,42.271214,-71.011238,530
Emerson College,02116-4624,42.35532,-71.074037,680
Emmanuel College,2115,42.341191,-71.103038,600
Endicott College,1915,42.554177,-70.840729,NULL
Episcopal Divinity School,02138-3494,42.376558,-71.125518,NULL
Rob Roy Academy-Fall River,02720-3445,41.698797,-71.157929,NULL
Fisher College,2116,42.355253,-71.074125,NULL
Fitchburg State University,01420-2697,42.589345,-71.789354,550
Framingham State University,01701-9101,42.297289,-71.437175,550
Benjamin Franklin Institute of Technology,2116,42.346023,-71.070231,NULL
Gordon College,1984,42.588173,-70.819133,640
Gordon-Conwell Theological Seminary,1982,42.613475,-70.846387,NULL
Greenfield Community College,01301-9739,42.599521,-72.630978,NULL
Hallmark Institute of Photography,01376-0308,42.589389,-72.529819,NULL
Hampshire College,01002-5001,42.324772,-72.532401,NULL
Harvard University,2138,42.374429,-71.118177,800
Hebrew College,02459-2237,42.3264,-71.190525,NULL
Hellenic College-Holy Cross Greek Orthodox School of Theology,02445-7496,42.317018,-71.129418,NULL
Henris School of Hair Design,01420-5675,42.57754,-71.792335,NULL
College of the Holy Cross,01610-2395,42.238942,-71.808627,NULL
Holyoke Community College,1040,42.195503,-72.650683,NULL
Kay Harvey Academy of Hair Design,1089,42.105842,-72.622508,NULL
La Baron Hairdressing Academy-Brockton,2301,42.052591,-71.060265,NULL
La Baron Hairdressing Academy-New Bedford,2740,41.633881,-70.929296,NULL
Lasell College,2466,42.342712,-71.243738,530
Lawrence Memorial Hospital School of Nursing,2155,42.42559,-71.110848,NULL
Lesley University,02138-2790,42.378429,-71.115601,610
Lowell Academy Hairstyling Institute,01852-1909,42.64368,-71.308097,NULL
University of Massachusetts-Lowell,01854-5104,42.65372,-71.325081,600
Mansfield Beauty Schools-Springfield,1103,42.10372,-72.59147,NULL
Mansfield Beauty Schools-Quincy,2169,42.245188,-71.003196,NULL
Marian Court College,1907,42.469685,-70.8919,NULL
University of Massachusetts-Amherst,1003,42.386162,-72.52617,640
University of Massachusetts-Boston,02125-3393,42.314541,-71.038653,570
Massachusetts Bay Community College,02481-5399,42.312697,-71.264004,NULL
MCPHS University,02115-5896,42.337036,-71.100964,570
Massachusetts College of Art and Design,02115-5882,42.33693,-71.099537,610
Massachusetts Institute of Technology,02139-4307,42.360095,-71.092115,770
Massachusetts Maritime Academy,02532-1803,41.740538,-70.623953,570
University of Massachusetts Medical School Worcester,1655,42.277589,-71.760689,NULL
William James College,2459,42.295007,-71.203361,NULL
Massachusetts School of Barbering,2169,42.247023,-71.000967,NULL
Massasoit Community College,02302-3996,42.076048,-70.988944,NULL
Merrimack College,1845,42.668352,-71.124216,NULL
MGH Institute of Health Professions,02129-4557,42.373635,-71.056518,NULL
Middlesex Community College,01730-9124,42.525056,-71.273966,NULL
Montserrat College of Art,01915-4508,42.550416,-70.876419,NULL
Mount Holyoke College,01075-1489,42.257588,-72.573625,NULL
Mount Ida College,2459,42.293205,-71.194658,500
Mount Wachusett Community College,01440-1000,42.593151,-71.984149,NULL
Cortiva Institute-Boston,2472,42.361656,-71.190748,NULL
School of the Museum of Fine Arts-Boston,02115-5596,42.338958,-71.096941,NULL
Everest Institute-Brighton,02135-3605,42.347083,-71.141433,NULL
Rob Roy Academy-New Bedford,02720-3445,41.671921,-70.925187,NULL
The New England Conservatory of Music,02115-5018,42.340998,-71.086321,NULL
New England College of Optometry,2115,42.351656,-71.086521,NULL
New England School of Acupuncture,2458,42.363713,-71.19491,NULL
New England Law-Boston,2116,42.350833,-71.0665,NULL
New England School of Photography,2215,42.349179,-71.097005,NULL
Newbury College,2445,42.331032,-71.142082,NULL
Nichols College,01571-5000,42.042462,-71.929644,NULL
Massachusetts College of Liberal Arts,01247-4100,42.692427,-73.1035,560
North Bennet Street School,2109,42.36268,-71.054671,NULL
North Shore Community College,01923-0840,42.597283,-70.968337,NULL
The New England Institute of Art,02445-7295,42.332079,-71.115654,NULL
Northeastern University,02115-5005,42.339992,-71.088782,740
Northern Essex Community College,01830-2399,42.796148,-71.047475,NULL
College of Our Lady of the Elms,1013,42.14179,-72.601541,530
Pine Manor College,2467,42.319568,-71.156973,430
Pope St John XXIII National Seminary,02493-2699,42.3455,-71.2717,NULL
Quincy College,2169,42.25194,-71.003091,NULL
Quinsigamond Community College,01606-2092,42.314675,-71.793568,NULL
Regis College,02493-1571,42.351105,-71.309126,NULL
Roxbury Community College,02120-3400,42.329723,-71.095428,NULL
Saint John's Seminary,02135-3846,42.344146,-71.161998,NULL
Salem State University,1970,42.502879,-70.889321,540
Salter College-West Boylston,1583,42.350662,-71.787915,NULL
Simmons College,02115-5898,42.3393,-71.099967,640
Bard College at Simon's Rock,01230-9702,42.209241,-73.380008,NULL
Smith College,1063,42.317933,-72.638094,NULL
Southeastern Technical Institute,2375,42.011288,-71.081263,NULL
Springfield College,01109-3797,42.105033,-72.555688,570
Springfield Technical Community College,01105-1296,42.108393,-72.581598,NULL
University of Massachusetts-Dartmouth,02747-2300,41.628861,-71.005528,560
Stonehill College,02357-6110,42.061448,-71.078123,NULL
Suffolk University,02108-2770,42.359134,-71.06192,580
Rob Roy Academy-Taunton,02780-5339,41.901917,-71.091871,NULL
Tufts University,02155-5555,42.406994,-71.121689,760
Wellesley College,02481-8203,42.293765,-71.307966,740
Wentworth Institute of Technology,2115,42.336632,-71.094983,590
Western New England University,01119-2684,42.115837,-72.518789,570
Westfield State University,01086-1630,42.131589,-72.795673,540
Wheaton College,02766-2322,41.966813,-71.184167,NULL
Wheelock College,02215-4104,42.342503,-71.10582,550
Williams College,1267,42.711669,-73.205888,790
Worcester Polytechnic Institute,01609-2280,42.275067,-71.808792,NULL
Worcester State University,01602-2597,42.267534,-71.844019,540
Adrian College,49221-2575,41.898449,-84.059947,540
Albion College,49224,42.244603,-84.746088,590
Hillsdale Beauty College,49242,41.919063,-84.631639,NULL
Northwestern Technological Institute,48075,42.46927,-83.238361,NULL
Alma College,48801-1599,43.379236,-84.670073,568
Alpena Community College,49707,45.081647,-83.445069,NULL
Andrews University,49104,41.962914,-86.356866,620
Aquinas College,49506-1799,42.960449,-85.626166,NULL
Baker College of Owosso,48867,42.987045,-84.170882,NULL
Baker College,48507-5508,42.974764,-83.694679,NULL
Bay de Noc Community College,49829-2511,45.769714,-87.080708,NULL
Bayshire Academy of Beauty Craft Inc,48708-5614,43.599491,-83.889064,NULL
Cadillac Institute of Cosmetology,49601,44.251388,-85.400231,NULL
Calvin College,49546,42.929916,-85.587548,640
Calvin Theological Seminary,49546-4387,42.92992,-85.587354,NULL
Carnegie Institute,48083,42.53889,-83.118801,NULL
Michigan School of Professional Psychology,48334-4512,42.491427,-83.359575,NULL
Central Michigan University,48859,43.591137,-84.775275,588
Mott Community College,48503-2089,43.019941,-83.67243,NULL
Empire Beauty School-Michigan,49525-2440,43.029398,-85.626152,NULL
Cleary University,48843,42.586573,-83.881516,NULL
Cranbrook Academy of Art,48304,42.568716,-83.25124,NULL
College for Creative Studies,48202,42.361839,-83.062352,NULL
Davenport University,49512-9396,42.849713,-85.529655,NULL
David Pressley School of Cosmetology,48067-3219,42.479729,-83.146008,NULL
Delta College,48710,43.559491,-83.985943,NULL
Detroit Business Institute-Downriver,48193,42.169965,-83.189207,NULL
Michigan State University-College of Law,48824-1300,42.72565,-84.473401,NULL
MIAT College of Technology,48188,42.28593,-83.445541,NULL
University of Detroit Mercy,48221-3038,42.417168,-83.138369,588
Dorsey Business Schools-Madison Heights,48071,42.526138,-83.106727,NULL
Dorsey Business Schools-Southgate,48195,42.21323,-83.216005,NULL
Eastern Michigan University,48197,42.245751,-83.624499,560
Ferris State University,49307-2251,43.687464,-85.483509,NULL
Flint Institute of Barbering Inc,48504-4395,43.026429,-83.738568,NULL
Glen Oaks Community College,49032-9719,41.892504,-85.496929,NULL
Kettering University,48504-6214,43.013112,-83.714356,650
Gogebic Community College,49938,46.471893,-90.165592,NULL
Grace Bible College,49509,42.919541,-85.692077,NULL
Cornerstone University,49525-5897,42.979044,-85.595602,608
Everest Institute-Grand Rapids,49525,43.035183,-85.62648,NULL
Grand Rapids Community College,49503-3295,42.966408,-85.666571,NULL
Grand Valley State University,49401-9403,42.965208,-85.887519,590
Great Lakes Christian College,48917-1299,42.754249,-84.638714,NULL
Henry Ford College,48128-1495,42.324577,-83.238409,NULL
Hope College,49422-9000,42.788052,-86.105376,660
ITT Technical Institute-Wyoming,49519,42.854784,-85.714524,NULL
Jackson College,49201-8399,42.16483,-84.403942,NULL
Wright Beauty Academy,49002,42.220356,-85.575426,NULL
Kalamazoo College,49006-3295,42.290382,-85.601317,680
Kalamazoo Valley Community College,49003-4070,42.225948,-85.682144,NULL
Kellogg Community College,49017-3397,42.335454,-85.177299,NULL
Kirtland Community College,48653,44.490753,-84.413388,NULL
Michigan College of Beauty-Monroe,48161,41.90662,-83.406033,NULL
Lake Michigan College,49022-1899,42.097276,-86.393445,NULL
Lake Superior State University,49783,46.491736,-84.3655,520
Lansing Community College,48901-7210,42.739099,-84.552201,NULL
Lawrence Technological University,48075-1058,42.474072,-83.25003,580
M J Murphy Beauty College of Mount Pleasant,48858,43.604862,-84.779388,NULL
Macomb Community College,48088-3896,42.507039,-82.97373,NULL
Madonna University,48150-1176,42.386463,-83.407306,570
Marygrove College,48221-2599,42.414415,-83.154109,NULL
Rochester College,48307,42.667521,-83.144959,603
University of Michigan-Ann Arbor,48109,42.276061,-83.743121,720
Michigan Barber School Inc,48204-2244,42.333711,-83.049558,NULL
Michigan State University,48824-1046,42.73212,-84.476111,580
Michigan Technological University,49931-1295,47.1183,-88.546403,673
University of Michigan-Dearborn,48128-1491,42.317287,-83.231417,NULL
University of Michigan-Flint,48502-1950,43.018777,-83.688474,583
Mid Michigan Community College,48625-9447,43.969586,-84.763715,NULL
Monroe County Community College,48161-9746,41.91617,-83.470274,NULL
Montcalm Community College,48885-9723,43.252147,-85.09967,NULL
Mr Bela's School of Cosmetology Inc,48092,42.506078,-83.050543,NULL
Baker College of Muskegon,49442,43.244133,-86.196717,NULL
Muskegon Community College,49442-1432,43.250329,-86.196384,NULL
Everest College-Skokie,60077-1074,42.059882,-87.760707,NULL
Everest Institute-Southfield,48033,42.447485,-83.260486,NULL
North Central Michigan College,49770,45.360524,-84.952698,NULL
Northern Michigan University,49855,46.558037,-87.403857,NULL
Paul Mitchell the School-Escanaba,49829,45.766848,-87.069482,NULL
Northwestern Michigan College,49686,44.767608,-85.581808,NULL
Northwood University-Michigan,48640-2398,43.628996,-84.276276,510
Oakland Community College,48304-2266,42.620538,-83.430388,NULL
Oakland University,48309-4401,42.67449,-83.220523,NULL
Olivet College,49076,42.440908,-84.922864,500
Port Huron Cosmetology College,48329,42.700677,-83.398624,NULL
Kuyper College,49525-9781,43.02195,-85.592657,NULL
